card_id,card_url,img_url,name,price,currency_unit,state
832612636,https://www.olx.pl/d/oferta/zegarek-seiko-presage-srpd99j1-38mm-japanese-garden-CID87-IDUlyA4.html,https://ireland.apollo.olxcdn.com:443/v1/files/fjpnq2r5smam3-PL/image;s=200x0;q=50,Zegarek Seiko Presage SRPD99J1 38mm Japanese Garden,1200.0,zł,Używane
853054710,https://www.olx.pl/d/oferta/zestaw-komputerowy-dell-optiplex-3020-monitor-dell-p2210f-22-CID99-IDWJkuV.html,https://ireland.apollo.olxcdn.com:443/v1/files/r00gv9h4y4ah-PL/image;s=200x0;q=50,"Zestaw komputerowy DELL Optiplex 3020 + Monitor DELL P2210f 22""",600.0,zł,Używane
782312493,https://www.otodom.pl/pl/oferta/promocja-mosciska-dzialka-2420m2-za-70000zl-ID4itvJ.html,https://ireland.apollo.olxcdn.com:443/v1/files/9oh29g83p9a11-PL/image;s=200x0;q=50,Promocja!!! Mościska Działka 2420m2 za 70000zł,70000.0,zł,
853244359,https://www.olx.pl/d/oferta/2-glosniki-kolumny-eltax-discovery-CID99-IDWK7PN.html,https://ireland.apollo.olxcdn.com:443/v1/files/bl6r3ljvcjey2-PL/image;s=200x0;q=50,2 głośniki / kolumny ELTAX DISCOVERY,150.0,zł,Używane
853244327,https://www.olx.pl/d/oferta/buty-snakersy-adidasy-swiecace-r-35-CID88-IDWK7Ph.html,https://ireland.apollo.olxcdn.com:443/v1/files/j6xpc8wdfsbn1-PL/image;s=200x0;q=50,Buty snakersy adidasy świecące r.35,18.0,zł,Używane
302548650,https://www.olx.pl/d/oferta/akumulator-batermott-145ah-980a-dla-rolnictwa-najnizsza-cena-CID757-IDktsIV.html,https://ireland.apollo.olxcdn.com:443/v1/files/4kkc85g05sib3-PL/image;s=200x0;q=50,Akumulator BATERMOTT 145Ah 980A dla rolnictwa!!! Najniższa cena!!!,550.0,zł,
844012746,https://www.olx.pl/d/oferta/serwis-obiadowy-na-4-8-12-osob-komplet-talerze-do-zmywarki-zastawa-CID628-IDW7ogO.html,https://ireland.apollo.olxcdn.com:443/v1/files/8vd6ac7zq058-PL/image;s=200x0;q=50,Serwis obiadowy na 4/8/12 osób Komplet Talerze do Zmywarki Zastawa,399.0,zł,Nowe
525653738,https://www.olx.pl/d/oferta/firmowy-sklad-wegla-wegiel-orzech-CID628-IDzzAy6.html,https://ireland.apollo.olxcdn.com:443/v1/files/iw98r94bz7xh1-PL/image;s=200x0;q=50,Firmowy Skład Węgla  Węgiel Orzech,1850.0,zł,
774227254,https://www.olx.pl/d/oferta/charms-srebrny-ze-szklem-murano-CID87-IDQozSm.html,https://ireland.apollo.olxcdn.com:443/v1/files/hupdzrp7y9y03-PL/image;s=200x0;q=50,Charms srebrny ze szkłem Murano,50.0,zł,Nowe
753955707,https://www.olx.pl/d/oferta/ladowarka-do-grzalek-do-butow-narciarskich-lenz-CID4042-IDP1vjW.html,https://ireland.apollo.olxcdn.com:443/v1/files/butrfzq21ber1-PL/image;s=200x0;q=50,Ładowarka do grzałek do butów narciarskich Lenz,50.0,zł,Używane
572511730,https://www.olx.pl/d/oferta/rusztowania-elewacyjne-bloki-atest-500-m2-plettac-leasing-CID4269-IDCKcsa.html,https://ireland.apollo.olxcdn.com:443/v1/files/kgnx2hjl64no3-PL/image;s=200x0;q=50,"Rusztowania ELEWACYJNE, bloki, ATEST - 500 m2 Plettac, leasing",52300.0,zł,Nowe
842388802,https://www.olx.pl/d/oferta/stal-poprodukcyjna-2-zl-kg-polowa-ceny-CID628-IDW0zOa.html,https://ireland.apollo.olxcdn.com:443/v1/files/5pfyqtph3zc5-PL/image;s=200x0;q=50,Stal poprodukcyjna 2 zł/kg ( Połowa Ceny ),2.0,zł,Używane
806396729,https://www.olx.pl/d/oferta/pellet-barlinek-din-plus-en-plus-a1-gwarancja-najnizszej-ceny-CID628-IDSzyCR.html,https://ireland.apollo.olxcdn.com:443/v1/files/q47qkdjf2bf-PL/image;s=200x0;q=50,Pellet Barlinek Din Plus EN Plus A1 GWARANCJA NAJNIŻSZEJ CENY !,1999.0,zł,
851678351,https://www.olx.pl/d/oferta/tipi-dla-dziewczynki-3-CID88-IDWDyrB.html,https://ireland.apollo.olxcdn.com:443/v1/files/96i29sh324qb3-PL/image;s=200x0;q=50,Tipi dla dziewczynki 3+,20.0,zł,Używane
853244124,https://www.olx.pl/d/oferta/monitor-led-samsung-odyssey-g3-24-1920-x-1080-px-va-gwarancja-CID99-IDWK7M0.html,https://ireland.apollo.olxcdn.com:443/v1/files/cqpm7q8r6dj-PL/image;s=200x0;q=50,"Monitor LED Samsung Odyssey G3 24 "" 1920 x 1080 px VA GWARANCJA",499.0,zł,Używane
830113733,https://www.olx.pl/d/oferta/zwirek-drewniany-pellet-25kg-dla-kotow-gryzoni-gadow-ptakow-sciolka-CID103-IDUb4wb.html,https://ireland.apollo.olxcdn.com:443/v1/files/wtsl62wc64ib2-PL/image;s=200x0;q=50,"Żwirek drewniany Pellet 25kg.Dla kotów gryzoni , gadów ptaków, Ściółka",48.0,zł,Nowe
667354912,https://www.olx.pl/d/oferta/wynajem-osuszaczy-powietrza-wypozyczalnia-osuszanie-mieszkan-ozonator-CID3018-IDJa9uU.html,https://ireland.apollo.olxcdn.com:443/v1/files/3biioyqiynia2-PL/image;s=200x0;q=50,Wynajem osuszaczy powietrza Wypożyczalnia osuszanie mieszkań ozonator,20.0,zł,
845834934,https://www.olx.pl/d/oferta/kramer-allrad-212-lt-312-sl-ladowarka-koparka-CID5-IDWf2iV.html,https://ireland.apollo.olxcdn.com:443/v1/files/ufk7qer4jogy-PL/image;s=200x0;q=50,Kramer Allrad 212 LT 312 SL ładowarka Koparka,21500.0,zł,
853243906,https://www.olx.pl/d/oferta/xiaomi-redmi-note-10-stan-bdb-100-sprawny-org-opakowanie-i-ladowarka-CID99-IDWK7Iu.html,https://ireland.apollo.olxcdn.com:443/v1/files/md05ij8mkwsq2-PL/image;s=200x0;q=50,Xiaomi redmi note 10 stan bdb 100% sprawny org opakowanie i ladowarka,299.0,zł,Używane
846435599,https://www.olx.pl/d/oferta/klapki-chlopiece-japonki-30-31-lub-32-33-lub-34-35-CID88-IDWhyz5.html,https://ireland.apollo.olxcdn.com:443/v1/files/60f7vr3wnsjw2-PL/image;s=200x0;q=50,klapki chłopięce japonki 30/31 lub 32/33 lub 34/35,10.0,zł,Nowe
848905021,https://www.olx.pl/d/oferta/procaliber-9-7-l-CID767-IDWrUYt.html,https://ireland.apollo.olxcdn.com:443/v1/files/lgrovecg2j7f1-PL/image;s=200x0;q=50,Procaliber 9.7 (L),7990.0,zł,Używane
702013949,https://www.olx.pl/d/oferta/magazyn-samoobslugowy-self-storage-wynajem-9m-CID3-IDLwzTD.html,https://ireland.apollo.olxcdn.com:443/v1/files/o6kioptxxohi2-PL/image;s=200x0;q=50,Magazyn samoobsługowy self-storage wynajem 9m²,389.0,zł,
690161929,https://www.olx.pl/d/oferta/ecre-kremowa-biel-koszula-bluzka-szyfon-oversize-roz-m-38-vero-moda-CID87-IDKHQE1.html,https://ireland.apollo.olxcdn.com:443/v1/files/7884z1f3udu6-PL/image;s=200x0;q=50,Ecre kremowa biel koszula bluzka szyfon oversize roz. M/38 Vero Moda,29.0,zł,Używane
847354407,https://www.olx.pl/d/oferta/neil-gaiman-nigdziebadz-CID751-IDWlpAz.html,https://ireland.apollo.olxcdn.com:443/v1/files/3968r5jkwoul-PL/image;s=200x0;q=50,Neil Gaiman Nigdziebądź,50.0,zł,Używane
805670316,https://www.olx.pl/d/oferta/duzy-zestaw-zabawki-interaktywne-ikea-ksiazeczka-grzechotkii-maskotki-CID88-IDSvwEv.html,https://ireland.apollo.olxcdn.com:443/v1/files/6m7n2m76as0c1-PL/image;s=200x0;q=50,"!Duży zestaw!Zabawki interaktywne,IKEA książeczka,grzechotkii,maskotki",40.0,zł,Używane
850255886,https://www.olx.pl/d/oferta/gardena-robot-koszacy-sileno-minimo-500-m2-bluetooth-nowy-nie-uzywany-CID628-IDWxAoC.html,https://ireland.apollo.olxcdn.com:443/v1/files/nxjbvsy76dvq3-PL/image;s=200x0;q=50,Gardena Robot koszący SILENO minimo 500 M2 Bluetooth nowy nie używany,2400.0,zł,Nowe
728917832,https://www.olx.pl/d/oferta/drewno-kominkowe-lupane-opalowe-jablon-jablonka-owocowe-drzewo-transpo-CID628-IDNksPe.html,https://ireland.apollo.olxcdn.com:443/v1/files/6mfkig3qzvj2-PL/image;s=200x0;q=50,Drewno Kominkowe Łupane opałowe jabłoń jabłonka owocowe drzewo transpo,400.0,zł,
848081626,https://www.olx.pl/d/oferta/sneakersy-rozmiar-37-CID87-IDWosLU.html,https://ireland.apollo.olxcdn.com:443/v1/files/ce3gto4wkz4n-PL/image;s=200x0;q=50,Sneakersy rozmiar 37,50.0,zł,Nowe
838384759,https://www.olx.pl/d/oferta/renault-premium-450-CID5-IDUJMaP.html,https://ireland.apollo.olxcdn.com:443/v1/files/tvxsnko7i5pw1-PL/image;s=200x0;q=50,Renault Premium 450,50000.0,zł,
852426105,https://www.olx.pl/d/oferta/uzywana-szafa-miro-12-250cm-dab-canyon-CID628-IDWGGY9.html,https://ireland.apollo.olxcdn.com:443/v1/files/n22xnhyh06vi2-PL/image;s=200x0;q=50,Używana szafa Miro 12 250cm dąb canyon,1199.0,zł,Używane
821854255,https://www.olx.pl/d/oferta/podnosnik-towarowy-alp-lift-l620-dofinansowanie-80-CID4269-IDTCpPN.html,https://ireland.apollo.olxcdn.com:443/v1/files/jl6ub4v89gjh3-PL/image;s=200x0;q=50,Podnośnik towarowy ALP LIFT L620! Dofinansowanie 80%,20910.0,zł,
779905938,https://www.olx.pl/d/oferta/tynkowanie-recznie-maszynowo-male-powierzchnie-i-duze-CID4371-IDQMpa2.html,https://ireland.apollo.olxcdn.com:443/v1/files/w2rimoai5fu9-PL/image;s=200x0;q=50,"Tynkowanie ręcznie, maszynowo, małe powierzchnie i duże",,zł,
852308109,https://www.olx.pl/d/oferta/jalowki-wysokocielne-CID757-IDWGcgZ.html,https://ireland.apollo.olxcdn.com:443/v1/files/rz8fa1w1nc5i3-PL/image;s=200x0;q=50,Jałówki Wysokocielne,6500.0,zł,
841171813,https://www.olx.pl/d/oferta/4f-chlopieca-koszulka-t-shirt-bawelna-158-CID88-IDUWtdj.html,https://ireland.apollo.olxcdn.com:443/v1/files/57zwsx1yva7b3-PL/image;s=200x0;q=50,4f Chłopięca Koszulka T-shirt Bawełna / 158,39.99,zł,Nowe
843339185,https://www.olx.pl/d/oferta/sprezarka-srubowa-spalinowa-kompresor-atlas-copco-rejestracja-CID628-IDW4z2W.html,https://ireland.apollo.olxcdn.com:443/v1/files/puqd6swyz72o1-PL/image;s=200x0;q=50,Sprężarka śrubowa spalinowa kompresor Atlas Copco Rejestracja,12900.0,zł,Używane
851085266,https://www.olx.pl/d/oferta/felgi-17-4x108-plus-opony-gratis-CID5-IDWB49I.html,https://ireland.apollo.olxcdn.com:443/v1/files/k4gbemedma5r-PL/image;s=200x0;q=50,Felgi 17” 4x108 plus opony gratis,1200.0,zł,Używane
845372175,https://www.olx.pl/d/oferta/wacker-neuson-dpu-6555-z-2022r-zageszczarka-ubijarka-plyta-CID4269-IDWd5W5.html,https://ireland.apollo.olxcdn.com:443/v1/files/2u3qhygwinkp2-PL/image;s=200x0;q=50,Wacker Neuson DPU 6555 z 2022r!! Zagęszczarka ubijarka płyta,29500.0,zł,Używane
852740693,https://www.olx.pl/d/oferta/alufelgi-17-cali-volvo-oryginalne-opony-letnie-CID5-IDWI0O9.html,https://ireland.apollo.olxcdn.com:443/v1/files/bu8y93c5szsj2-PL/image;s=200x0;q=50,Alufelgi 17 cali  Volvo oryginalne + opony letnie,800.0,zł,Używane
838811554,https://www.olx.pl/d/oferta/suzuzki-gs-450-cafe-racer-CID5-IDULzcC.html,https://ireland.apollo.olxcdn.com:443/v1/files/l329x63v0pxi3-PL/image;s=200x0;q=50,SUZUZKI GS 450 Cafe Racer,8900.0,zł,
773410740,https://www.olx.pl/d/oferta/spodnie-spodenki-koszulki-gratis-reserved-c-a-5-10-15-peppers-146-152-CID88-IDQl9sM.html,https://ireland.apollo.olxcdn.com:443/v1/files/fbzwlr9d3vmm-PL/image;s=200x0;q=50,Spodnie spodenki koszulki+gratis Reserved c&a 5-10-15 Peppers 146-152,25.0,zł,Używane
760061585,https://www.olx.pl/d/oferta/okna-kacprzak-okno-pcv-132x138-uzywane-plastikowe-169-szt-CID628-IDPr8JP.html,https://ireland.apollo.olxcdn.com:443/v1/files/5pd7xed9goav2-PL/image;s=200x0;q=50,OKNA KacprzaK OKNO PCV 132X138 Używane Plastikowe - 169 szt,380.0,zł,Używane
844783763,https://www.olx.pl/d/oferta/linia-peleciarka-zestaw-CID628-IDWaCQz.html,https://ireland.apollo.olxcdn.com:443/v1/files/eukm3jso5zr62-PL/image;s=200x0;q=50,Linia peleciarka zestaw,39000.0,zł,Używane
841807273,https://www.olx.pl/d/oferta/podstawa-nogi-maszyny-do-szycia-alfa-z-blatem-lub-bez-CID628-IDUY8vF.html,https://ireland.apollo.olxcdn.com:443/v1/files/1p76v56gqa75-PL/image;s=200x0;q=50,"Podstawa, nogi maszyny do szycia ALFA z blatem lub bez",290.0,zł,Używane
837917523,https://www.olx.pl/d/oferta/oryginalne-obrazy-CID4042-IDUHOCL.html,https://ireland.apollo.olxcdn.com:443/v1/files/s3133rw4gciv-PL/image;s=200x0;q=50,oryginalne obrazy,200.0,zł,
618848726,https://www.olx.pl/d/oferta/oponaradialna-alliance-320-85r28-340-85r28-380-85r28-420-85r28-wysylka-CID757-IDFSCP4.html,https://ireland.apollo.olxcdn.com:443/v1/files/222avbnhnoj63-PL/image;s=200x0;q=50,OponaRADIALNA ALLIANCE 320/85R28 340/85R28 380/85R28 420/85R28 Wysyłka,1550.0,zł,
853243952,https://www.olx.pl/d/oferta/musical-fidelity-electra-e10-CID99-IDWK7Je.html,https://ireland.apollo.olxcdn.com:443/v1/files/hrec93aqb33e1-PL/image;s=200x0;q=50,Musical fidelity electra e10,1300.0,zł,Używane
853243877,https://www.olx.pl/d/oferta/lodowka-indesit-a-class-CID99-IDWK7I1.html,https://ireland.apollo.olxcdn.com:443/v1/files/3onqghshc7fh-PL/image;s=200x0;q=50,Lodówka Indesit A class,200.0,zł,Używane
852745182,https://www.olx.pl/d/oferta/meble-dzieciece-mlodziezowe-CID88-IDWI1Yy.html,https://ireland.apollo.olxcdn.com:443/v1/files/g4vc1tkyxeqf3-PL/image;s=200x0;q=50,Meble dziecięce/młodzieżowe,1200.0,zł,Używane
779976105,https://www.olx.pl/d/oferta/scania-r520-euro-5-2014-rok-CID5-IDQMHpL.html,https://ireland.apollo.olxcdn.com:443/v1/files/xazxusj5jd03-PL/image;s=200x0;q=50,scania r520 euro 5 2014 rok,119000.0,zł,
829635629,https://www.olx.pl/d/oferta/baseus-kabel-usb-c-type-c-power-delivery-60w-qc-1m-CID99-IDU947P.html,https://ireland.apollo.olxcdn.com:443/v1/files/tjjhzps5s6bb-PL/image;s=200x0;q=50,Baseus Kabel Usb-C Type-C Power Delivery 60W Qc 1M,27.95,zł,Nowe
820282561,https://www.olx.pl/d/oferta/40-sukienka-mayoral-3910-r-134-CID88-IDTwOXT.html,https://ireland.apollo.olxcdn.com:443/v1/files/nwq1mrgukyin-PL/image;s=200x0;q=50,-40% Sukienka Mayoral 3910 r.134,169.99,zł,Nowe
851514292,https://www.olx.pl/d/oferta/ekogroszek-bobrek-skarbek-29mj-kg-w-ofercie-orzech-mial-pellet-CID628-IDWCRLu.html,https://ireland.apollo.olxcdn.com:443/v1/files/hcyzseb0aapr3-PL/image;s=200x0;q=50,"Ekogroszek BOBREK SKARBEK 29Mj/kg, w ofercie Orzech, Miał, Pellet",2190.0,zł,
788562279,https://www.olx.pl/d/oferta/podpisany-unikat-serwis-weimar-katharina-vs-misnia-1948-CID4042-IDRmJ4r.html,https://ireland.apollo.olxcdn.com:443/v1/files/gdt5lfmkquv33-PL/image;s=200x0;q=50,"**podpisany UNIKAT serwis WEIMAR Katharina vs, MIŚNIA 1948+",650.0,zł,
698418283,https://www.olx.pl/d/oferta/lawka-pufa-pod-wymiar-CID628-IDLguw1.html,https://ireland.apollo.olxcdn.com:443/v1/files/w93ktizaqzss1-PL/image;s=200x0;q=50,Ławka Pufa pod wymiar,200.0,zł,Nowe
834049367,https://www.olx.pl/d/oferta/ekspres-do-kawy-electrolux-favola-plus-CID99-IDUrAl9.html,https://ireland.apollo.olxcdn.com:443/v1/files/3jrhafb69htl3-PL/image;s=200x0;q=50,Ekspres do kawy Electrolux Favola Plus,90.0,zł,Używane
834049361,https://www.olx.pl/d/oferta/dior-dwa-duze-solidne-pudelka-CID4042-IDUrAl3.html,https://ireland.apollo.olxcdn.com:443/v1/files/o0x51cgov529-PL/image;s=200x0;q=50,DIOR dwa duże solidne pudełka,50.0,zł,Używane
852710620,https://www.olx.pl/d/oferta/perfumy-mihi-la-vie-est-belle-50-ml-30-rabatu-za-2-szt-CID3647-IDWHSZ6.html,https://ireland.apollo.olxcdn.com:443/v1/files/3rfvopae4t5j2-PL/image;s=200x0;q=50,Perfumy Mihi La vie est belle 50 ml-30%rabatu za 2 szt,92.5,zł,Nowe
846518480,https://www.olx.pl/d/oferta/karbonowy-rower-gorski-trek-fuel-ex-9-7-gen-5-2022-CID767-IDWhU7S.html,https://ireland.apollo.olxcdn.com:443/v1/files/sdev3wr255v5-PL/image;s=200x0;q=50,Karbonowy rower górski Trek Fuel EX 9.7 Gen 5 2022,16999.0,zł,Używane
852562495,https://www.olx.pl/d/oferta/podest-blat-drewniany-lite-drewno-oszlifowany-dowoz-poznan-gratis-CID628-IDWHgrZ.html,https://ireland.apollo.olxcdn.com:443/v1/files/m27ygy8pzzvt1-PL/image;s=200x0;q=50,Podest blat drewniany. Lite drewno. Oszlifowany. Dowóz Poznań gratis.,249.0,zł,Nowe
847427877,https://www.olx.pl/d/oferta/szklo-prl-duza-patera-na-ciasto-dwukolorowa-CID4042-IDWlIHz.html,https://ireland.apollo.olxcdn.com:443/v1/files/x9p210cqc3t72-PL/image;s=200x0;q=50,Szkło PRL duża patera na ciasto dwukolorowa,50.0,zł,Używane
841153897,https://www.olx.pl/d/oferta/under-armour-meski-dres-bawelna-bluza-spodnie-xl-CID87-IDUWoyl.html,https://ireland.apollo.olxcdn.com:443/v1/files/1vlip8z1co051-PL/image;s=200x0;q=50,Under Armour Męski Dres Bawełna Bluza Spodnie / Xl,379.0,zł,Nowe
835884362,https://www.olx.pl/d/oferta/drzwi-wewnetrzne-skrzydla-erkado-rewersyjne-CID628-IDUzhHQ.html,https://ireland.apollo.olxcdn.com:443/v1/files/t9dbvja9xxj22-PL/image;s=200x0;q=50,"Drzwi  wewnętrzne skrzydła Erkado, rewersyjne.",60.0,zł,Używane
841904256,https://www.olx.pl/d/oferta/jamnik-miniaturowy-krotkowlosy-piesek-zkwp-fci-CID103-IDUYxKU.html,https://ireland.apollo.olxcdn.com:443/v1/files/0w1ty2t15xlx2-PL/image;s=200x0;q=50,Jamnik miniaturowy krótkowłosy piesek ZKwP/FCI,5000.0,zł,
852048749,https://www.olx.pl/d/oferta/bokserki-meskie-r-xxl-2-sztuki-CID87-IDWF6NL.html,https://ireland.apollo.olxcdn.com:443/v1/files/dxgkbcxl85c52-PL/image;s=200x0;q=50,Bokserki męskie r. XXL (2 sztuki),20.0,zł,Nowe
821730490,https://www.olx.pl/d/oferta/hueningkai-txt-thursdays-child-weverse-pob-CID751-IDTBTDA.html,https://ireland.apollo.olxcdn.com:443/v1/files/9ualflpbr3uc-PL/image;s=200x0;q=50,Hueningkai TXT Thursdays Child Weverse pob,30.0,zł,Używane
853243860,https://www.olx.pl/d/oferta/sukienka-xs-s-bawelna-CID87-IDWK7HK.html,https://ireland.apollo.olxcdn.com:443/v1/files/xcpmxiekvpy7-PL/image;s=200x0;q=50,Sukienka XS/S bawełna,16.0,zł,Używane
571925616,https://www.olx.pl/d/oferta/sala-szkoleniowo-konferencyjna-warszawa-wilanow-CID3-IDCHJYI.html,https://ireland.apollo.olxcdn.com:443/v1/files/lqzjgv3rt73v3-PL/image;s=200x0;q=50,sala szkoleniowo - konferencyjna Warszawa Wilanów,65.0,zł,
847345305,https://www.olx.pl/d/oferta/borowka-amerykanska-CID757-IDWlndL.html,https://ireland.apollo.olxcdn.com:443/v1/files/kp88rzd8z6gu-PL/image;s=200x0;q=50,Borówka amerykańska,15.0,zł,
